frame_index,time_s,detected,wrist_x,wrist_y,wrist_z,palm_axis_angle_rad,pour_angle_rad,wrist_x_smooth,wrist_y_smooth,wrist_z_smooth,palm_axis_angle_rad_smooth,pour_angle_rad_smooth
28,0.9596670433145009,True,0.6187283992767334,0.7436909079551697,-1.7380105532538437e-07,-1.4402268198334687,-1.4613364413473608,0.6186608076095581,0.7374509930610657,-1.670823309041225e-07,-1.4646506192045765,-1.4539396311407402
29,0.9939408662900189,True,0.6182017922401428,0.7349389791488647,-1.7157974241399643e-07,-1.4321168482551991,-1.4506939108957488,0.6189072132110596,0.73246169090271,-1.707708264575558e-07,-1.4450699205207411,-1.4503238301550687
30,1.0282146892655368,True,0.6190994381904602,0.727840006351471,-1.624877512540479e-07,-1.4187489459825964,-1.44758888045926,0.6193915724754333,0.7235085010528565,-1.768600611740112e-07,-1.4364563471950713,-1.4458610378338252
31,1.0624885122410546,True,0.6196916699409485,0.712786853313446,-1.8468109885816375e-07,-1.431725847386436,-1.4340451094174216,0.6199565291404724,0.7122859835624695,-1.7705438040138688e-07,-1.4300127776240452,-1.444280368790516
32,1.0967623352165725,True,0.6212365627288818,0.6982857584953308,-1.9175065801846358e-07,-1.4594632745176572,-1.435640847049335,0.6208284735679627,0.6986992001533509,-1.7538851864173922e-07,-1.4226763787972172,-1.447855576938563
33,1.1310361581920905,True,0.6215531826019287,0.6875783205032349,-1.7477265146226273e-07,-1.4080089719783386,-1.4534330961308135,0.6210891008377075,0.6823800206184387,-1.6922916472594808e-07,-1.4102282750599202,-1.4532121147939085
34,1.1653099811676082,True,0.622561514377594,0.6670050621032715,-1.6325043361575808e-07,-1.3954348541210573,-1.4685699516359856,0.6210620045661926,0.66502685546875,-1.5454589146202126e-07,-1.3974172953933894,-1.4629303786913577
35,1.1995838041431262,True,0.6204025745391846,0.6462441086769104,-1.316909816750922e-07,-1.3565084272961112,-1.474371569735987,0.6202340126037598,0.6455617189407349,-1.377106329414346e-07,-1.3733576043323452,-1.4724315890600814
36,1.233857627118644,True,0.619556188583374,0.6260210275650024,-1.1126473253852964e-07,-1.367670949053784,-1.4826364289046676,0.6193786859512329,0.6240978837013245,-1.1149727043857638e-07,-1.380516274342104,-1.4843190044075694
37,1.268131450094162,True,0.6170966029167175,0.6009600758552551,-1.0757436541553034e-07,-1.3391648192124355,-1.4831468988929533,0.6186241388320923,0.6035462021827698,-5.8636136657241875e-08,-1.3913206565633103,-1.5002640088606345
38,1.3024052730696798,True,0.6172765493392944,0.5802591443061829,-4.370583894797164e-08,-1.4438023220271317,-1.5128701728682536,0.617786979675293,0.5822933912277222,-6.7180295104662944e-09,-1.4133105620804158,-1.5139666311371553
39,1.3366790960451977,True,0.6187887787818909,0.564246654510498,1.0105523529091442e-07,-1.449456765227089,-1.5482949739013112,0.6167654514312744,0.5619219064712524,4.736265850624477e-08,-1.435297127198569,-1.5279444876794162
40,1.3709529190207157,True,0.616216778755188,0.5399800539016724,1.2789955405878572e-07,-1.4664579548816383,-1.5428846811185908,0.6161370277404785,0.5426574110984802,9.75098828348564e-08,-1.4704287785055936,-1.5412143211382736
41,1.4052267419962334,True,0.6144485473632812,0.5241636037826538,1.5913870754502568e-07,-1.4776037746445516,-1.5525257116159723,0.6155497074127197,0.526005208492279,1.428335366426836e-07,-1.4811737147988482,-1.5503976181081565
42,1.4395005649717514,True,0.613954484462738,0.504637598991394,1.431617562275278e-07,-1.514823075747557,-1.5494960661872392,0.6146335482597352,0.5112040638923645,1.6094482191419957e-07,-1.4893582287415812,-1.551934889332522
43,1.4737743879472693,True,0.6143399477005005,0.496998131275177,1.8291243009116442e-07,-1.497527003493405,-1.558786657717669,0.6144200325012207,0.49912903904914857,1.6800628372948266e-07,-1.4966939050791983,-1.5552379401418903
44,1.5080482109227873,True,0.6142079830169678,0.4902409315109253,1.916116616484942e-07,-1.490379334940754,-1.5559813300231387,0.6143754482269287,0.4886689126491547,1.639978250977947e-07,-1.5008118816489149,-1.555063992843008
45,1.542322033898305,True,0.615149199962616,0.47960492968559265,1.6320686313520127e-07,-1.5031363365697248,-1.5593999351654322,0.6142061471939086,0.4808370530605316,1.5899512249006875e-07,-1.5043040325768466,-1.552742164781484
46,1.576595856873823,True,0.6142256259918213,0.4718629717826843,1.3909641438658582e-07,-1.4981936574931336,-1.5516559751215595,0.6140440464019775,0.47419875860214233,1.4080114283387956e-07,-1.5086046746650947,-1.5500331941507153
47,1.610869679849341,True,0.6131079792976379,0.4654783010482788,1.1814824318889805e-07,-1.5322838303872162,-1.5378869258796206,0.6138508796691895,0.46854732036590574,1.1448415051518169e-07,-1.5154103377385275,-1.548539178520326
48,1.6451435028248587,True,0.6135294437408447,0.4638066589832306,9.19425318102185e-08,-1.5190302139346448,-1.5452418045638254,0.6133414387702942,0.46455355882644656,8.626821710322474e-08,-1.5235004324062893,-1.5462966360948769
49,1.6794173258003766,True,0.6132421493530273,0.46198374032974243,6.002670005500477e-08,-1.5244076503079178,-1.5485112518711919,0.6131210088729858,0.46278483867645265,7.05776884046827e-08,-1.5359643302650938,-1.5476091318937217
50,1.7136911487758946,True,0.6126019954681396,0.4596361219882965,2.2127196075416578e-08,-1.5435868099085333,-1.5481872230381875,0.6128953456878662,0.46273456811904906,6.03350628125554e-08,-1.538669723158997,-1.552787207012536
51,1.7479649717514125,True,0.6131234765052795,0.46301937103271484,6.064377089387563e-08,-1.5605131467871562,-1.5582184541157822,0.6120539903640747,0.46312572360038756,4.847483694447874e-08,-1.5486364499369056,-1.5534938866525525
52,1.7822387947269303,True,0.6119796633720398,0.465226948261261,6.693511522826157e-08,-1.5458107948567326,-1.5637773014736926,0.6113336563110352,0.46426247954368594,5.007406258528135e-08,-1.5604281166926843,-1.5542096029657304
53,1.8165126177024482,True,0.6093226671218872,0.4657624363899231,3.264140246983516e-08,-1.5688638478241876,-1.5487752027639081,0.611046576499939,0.4665342330932617,6.19152189074157e-08,-1.5671461840936212,-1.5567592805770973
54,1.8507864406779662,True,0.6096404790878296,0.46766752004623413,6.802282825901784e-08,-1.5833659840868117,-1.5520898334370807,0.6104223132133484,0.4679627656936646,6.795821860805518e-08,-1.5770110184374866,-1.5543780519579062
55,1.885060263653484,True,0.6111665964126587,0.47099488973617554,8.133297768608827e-08,-1.5771771469132183,-1.560935611095023,0.6109492778778076,0.4695259153842926,7.251598646007552e-08,-1.5876245164433986,-1.558091205329446
56,1.9193340866290018,True,0.6100021600723267,0.470162034034729,9.085876939707305e-08,-1.609837318506483,-1.546312311019826,0.6118159532546997,0.4701093792915344,7.483405823904832e-08,-1.6000754864935147,-1.5601259662234392
57,1.9536079096045198,True,0.6146144866943359,0.47304269671440125,8.972395448836323e-08,-1.5988782848862926,-1.582343068331392,0.6133436799049378,0.46977410316467283,6.527489695429268e-08,-1.6252829576690686,-1.5640170828231266
58,1.9878817325800378,True,0.6136560440063477,0.4686797559261322,4.4231761364699196e-08,-1.6311186980747674,-1.5589490072338743,0.6144718050956726,0.46663775444030764,4.850235093556421e-08,-1.677451429583145,-1.5657880961500397
59,2.0221555555555555,True,0.6172791123390198,0.46599113941192627,2.022702183523961e-08,-1.709403339964582,-1.5715454164355172,0.6165959596633911,0.46225388050079347,2.1914148007340372e-08,-1.7421477202485327,-1.5778568123881613
60,2.0564293785310737,True,0.616807222366333,0.45531314611434937,-2.5297524075540423e-09,-1.8380195064836011,-1.5697906777295896,0.6173558712005616,0.4546873390674591,-6.977591127110827e-09,-1.8750356613456005,-1.581087990498481
61,2.0907032015065914,True,0.6206229329109192,0.4482426643371582,-4.2082245244046135e-08,-1.933318771833421,-1.6066558922104344,0.6181684255599975,0.4465076446533203,-2.8697360576757093e-08,-2.0464818014849113,-1.5952270448435355
62,2.124977024482109,True,0.618414044380188,0.4352099895477295,-5.4734741183892766e-08,-2.2633179903716307,-1.598498958882989,0.6181536912918091,0.4385955214500427,-5.2056538635270044e-08,-2.207441645085297,-1.6094671260856768
63,2.1592508474576273,True,0.6177188158035278,0.42778128385543823,-6.436708588353213e-08,-2.488349398771322,-1.6296442789591474,0.6178860187530517,0.4325907349586487,-8.174539729566277e-08,-2.405498772893467,-1.6285136585948123
64,2.193524670433145,True,0.6172054409980774,0.42643052339553833,-9.656886845732515e-08,-2.51420255796651,-1.642745822646224,0.6168975234031677,0.4277236104011536,-1.0817446991495671e-07,-2.6334186230001295,-1.6432941244235242
65,2.2277984934086628,True,0.6154688596725464,0.42528921365737915,-1.5097404570951767e-07,-2.8283051455244532,-1.6650233402752666,0.6163742780685425,0.4258650720119476,-1.2765223402766424e-07,-1.552683465650278,-1.6654963844979587
66,2.262072316384181,True,0.615680456161499,0.4239070415496826,-1.7422760834051587e-07,-3.0729180223667316,-1.6805582213539936,0.615970504283905,0.42554839253425597,-1.43734774837867e-07,-0.47032902682955857,-1.6886403072709726
67,2.2963461393596987,True,0.6157978177070618,0.42591729760169983,-1.5212356174743036e-07,3.140357796377628,-1.709510259255162,0.6152543306350708,0.42616010308265684,-1.524231123539721e-07,0.6160096940298662,-1.714014057381522
68,2.3306199623352164,True,0.6156999468803406,0.42619788646698,-1.44779789934546e-07,2.9234227953322733,-1.7453638928242172,0.614423406124115,0.42737621665000913,-1.554724946117858e-07,1.7563868907586986,-1.7397795553576245
69,2.3648937853107346,True,0.6136245727539062,0.4294890761375427,-1.4001055603785062e-07,2.9174910463306145,-1.7696145731989703,0.6132046818733216,0.4294603645801544,-1.5790604948051624e-07,2.931329062599368,-1.766580376149917
70,2.3991676082862523,True,0.6113142371177673,0.4313697814941406,-1.662209569985862e-07,2.87358083811971,-1.7938508301557805,0.6118037462234497,0.4314899742603302,-1.6369500599466846e-07,2.8575406074126697,-1.791153590915266
71,2.43344143126177,True,0.6095868349075317,0.43432778120040894,-1.86395382684168e-07,2.801792836836617,-1.8145623253154541,0.6101298451423645,0.43367568850517274,-1.732208147586789e-07,2.823513655733663,-1.8106113014381233
72,2.467715254237288,True,0.6087931394577026,0.43606534600257874,-1.8106834431819152e-07,2.771415520444135,-1.8323763330819078,0.608686375617981,0.43566349148750305,-1.8484338397684042e-07,2.7913793766267383,-1.826365308117245
73,2.501989077212806,True,0.6073304414749146,0.4371264576911926,-1.9240883375459816e-07,2.7532880369372377,-1.8426524454385034,0.6074755787849426,0.43763996958732604,-1.9538245794592511e-07,2.771378340644604,-1.8360098656183024
74,2.536262900188324,True,0.6064072251319885,0.43942809104919434,-1.981234021286582e-07,2.7568196507959906,-1.84838460659458,0.6065325498580932,0.43951037526130676,-2.0344114659565093e-07,2.7697518370443612,-1.8410049982926822
75,2.570536723163842,True,0.6052602529525757,0.4412521719932556,-2.1891632684400975e-07,2.77357565820904,-1.842073617661067,0.6058066368103028,0.4412662386894226,-2.1142199386758874e-07,2.7726433876497025,-1.844053344478347
76,2.6048105461393596,True,0.6048716902732849,0.4436798095703125,-2.2668882593279704e-07,2.7936603188354034,-1.8395379886873533,0.6054954171180725,0.4430188775062561,-2.1640577188009047e-07,2.7783776399029305,-1.8459158336145678
77,2.6390843691148778,True,0.60516357421875,0.44484466314315796,-2.2097258067788061e-07,2.785873273470841,-1.8476180640102304,0.6052318453788758,0.4441000699996948,-2.2171022635575354e-07,2.7803312198763814,-1.84641981111597
78,2.6733581920903955,True,0.6057743430137634,0.4458896517753601,-2.1732772381710674e-07,2.781959298203377,-1.851964891119607,0.6052428126335144,0.44486178159713746,-2.2468863676294858e-07,2.7849178175854097,-1.8467151866558886
79,2.7076320150659132,True,0.6050893664360046,0.44483405351638794,-2.246456745069736e-07,2.7665875506632447,-1.8509044941015909,0.6056522607803345,0.4455780029296875,-2.2326694590901752e-07,2.7904720391623217,-1.8462107330930373
80,2.7419058380414314,True,0.605315089225769,0.44506072998046875,-2.3380837887998496e-07,2.7965086467541815,-1.8435504953606623,0.6056086540222168,0.44516470432281496,-2.2363510936429521e-07,2.8019347021677183,-1.8376449899517837
81,2.776179661016949,True,0.6069189310073853,0.44726091623306274,-2.195803716631417e-07,2.821431426719964,-1.8370157208730962,0.6052080035209656,0.4437095522880554,-2.2093699385550282e-07,2.822870447432707,-1.823354150328845
82,2.810453483992467,True,0.6049455404281616,0.44277817010879517,-2.2281339795426902e-07,2.8431865884978262,-1.8047893483039623,0.6050243258476258,0.44195601940155027,-2.105628425397299e-07,2.873619246726028,-1.804366742571278
83,2.844727306967985,True,0.6037710905075073,0.4386138916015625,-2.0383714627314475e-07,2.886638024528317,-1.7805106930049137,0.6044849991798401,0.43982410430908203,-1.885150453517781e-07,1.7122290586371929,-1.7772242304570849
84,2.8790011299435028,True,0.6041709780693054,0.4360663890838623,-1.7277491792810906e-07,3.020331547129853,-1.7559674553137552,0.6041673421859741,0.4371748208999634,-1.5835953632858945e-07,0.6538535932832704,-1.7445486857308659
85,2.9132749529190205,True,0.6026184558868408,0.43440115451812744,-1.2356939294022595e-07,-3.0104422936899957,-1.7078379347896977,0.6045948624610901,0.43701361417770385,-1.1836416362598356e-07,-0.357366532825799,-1.715473376068368
86,2.9475487758945387,True,0.6053306460380554,0.4340144991874695,-6.880282654719849e-08,-2.4704459000496475,-1.6736379972420008,0.6054635047912598,0.4392929434776306,-7.68407288020967e-08,-1.3106970431865528,-1.6864919817194586
87,2.9818225988700564,True,0.6070831418037415,0.44197213649749756,-2.2836534441239564e-08,-2.2129140420475215,-1.6594127999914714,0.6056810259819031,0.4427416920661926,-2.1290682461483355e-08,-2.26161803998322,-1.659719110113287
88,3.0160964218455746,True,0.6081143021583557,0.4500105381011963,3.780027846289613e-09,-1.880014527275452,-1.6356037212603691,0.6066290736198425,0.44746235609054563,2.3074123767230504e-08,-1.9821282532341375,-1.6436860966640683
89,3.0503702448210923,True,0.605258584022522,0.45331013202667236,1.0497531377495761e-07,-1.7342734368534842,-1.6221030972828958,0.6068678498268127,0.45300890803337096,4.6886258964207174e-08,-1.790714721385872,-1.634591116529851
90,3.08464406779661,True,0.6073586940765381,0.4580044746398926,9.825463820334335e-08,-1.6129933599445823,-1.6276728675436047,0.6059844374656678,0.45753872990608213,5.002726384262246e-08,-1.6245261474144868,-1.6288264483755177
91,3.118917890772128,True,0.6065245270729065,0.46174725890159607,5.0257849437684854e-08,-1.513378240808322,-1.6281630965709155,0.6053601145744324,0.46000341773033143,5.927918733661386e-08,-1.5196365865698382,-1.6341746958283914
92,3.153191713747646,True,0.6026660799980164,0.46462124586105347,-7.1315100491631256e-09,-1.3819711721905932,-1.630589459219804,0.6044641017913819,0.4591866672039032,5.0175750754277716e-08,-1.4385798617845098,-1.6405901947899206
93,3.1874655367231637,True,0.604992687702179,0.4623339772224426,5.0039645316246606e-08,-1.3555667230522093,-1.6623449585247354,0.6033071160316468,0.4586095094680786,5.222181682640326e-08,-1.3837683537549226,-1.647111468518175
94,3.221739359698682,True,0.6007785201072693,0.44922637939453125,5.945813086327689e-08,-1.3289898129268427,-1.6541805920905437,0.6015566349029541,0.4564035594463348,5.546648678134147e-08,-1.3493665820034437,-1.6502304998692634
95,3.2560131826741996,True,0.6015737652778625,0.45511868596076965,1.0848496856397105e-07,-1.3389358197966457,-1.6602792361848766,0.6005753874778748,0.4548176109790802,6.511198833436537e-08,-1.3430621878285056,-1.651813992114566
96,3.2902870056497173,True,0.5977721214294434,0.4507175087928772,6.648119921237594e-08,-1.3413693820509283,-1.6437582533263573,0.5991919994354248,0.4535697638988495,6.531894527483928e-08,-1.339609205941461,-1.6500405396760898
97,3.3245608286252355,True,0.5977598428726196,0.4566915035247803,4.10959977159564e-08,-1.3504492013159022,-1.6385069204463187,0.5989030003547668,0.454495906829834,6.832383618871063e-08,-1.3428337835440722,-1.6505291795679278
98,3.3588346516007532,True,0.5980757474899292,0.45609474182128906,5.107443001861611e-08,-1.338301813616987,-1.6534776963323523,0.5978871941566467,0.4539429247379303,5.934700411103222e-08,-1.3418550666913416,-1.6460699433274013
99,3.3931084745762714,True,0.5993335247039795,0.45385709404945374,7.448258543263364e-08,-1.3451127009398989,-1.6566237915497335,0.5974251866340637,0.4539055466651917,5.428287508379981e-08,-1.3387130883840368,-1.642619374665052
100,3.427382297551789,True,0.596494734287262,0.4523537755012512,6.3600808175579e-08,-1.3340422355329904,-1.637983054982245,0.5969939589500427,0.45332381725311277,5.37627435903687e-08,-1.3311264536732468,-1.6407242298680054
101,3.461656120527307,True,0.5954620838165283,0.45053061842918396,4.1160554076213884e-08,-1.3256594905144046,-1.6265054100146108,0.5964890956878662,0.4527963399887085,4.596492111375028e-08,-1.323523529719906,-1.636091477215756
102,3.495929943502825,True,0.5956037044525146,0.453782856464386,3.849534024880086e-08,-1.3125160277619525,-1.6290311964610857,0.5959256291389465,0.4526101887226105,3.391186655932188e-08,-1.3166430057877243,-1.6315704754683433
103,3.5302037664783428,True,0.5955514311790466,0.4534573554992676,1.2085317635524007e-08,-1.3002871938502842,-1.6303139330711054,0.5958418130874634,0.45290019512176516,2.5214207788337716e-08,-1.3102665168445127,-1.6290043378458274
104,3.5644775894538605,True,0.5965161919593811,0.4529263377189636,1.4217312660491643e-08,-1.3107100812789898,-1.6340187828126713,0.5958655118942261,0.4534884631633759,2.486434222959133e-08,-1.3023057782071388,-1.6289156164092902
105,3.5987514124293787,True,0.5960756540298462,0.45380380749702454,2.0112514320658192e-08,-1.3021597908169316,-1.6251523668696652,0.5958854794502259,0.4533046543598175,2.5483715937468786e-08,-1.297188647290646,-1.6293640799975655
106,3.6330252354048964,True,0.5955805778503418,0.45347195863723755,3.941122628248195e-08,-1.2858557973275353,-1.6260618028319238,0.5961555957794189,0.45336043238639834,3.436661391020834e-08,-1.2987566664276453,-1.6313084771070923
107,3.667299058380414,True,0.5957035422325134,0.45286381244659424,4.1592208788188145e-08,-1.2869303731794892,-1.6312735144024617,0.5960108518600464,0.45328096151351926,4.2440522562969817e-08,-1.2967567113189267,-1.6327586649153196
108,3.7015728813559323,True,0.5969020128250122,0.45373624563217163,5.649980749922179e-08,-1.3081272895352811,-1.6400359186187397,0.5955830454826355,0.4524511158466339,4.118900225336119e-08,-1.2965334100542905,-1.6347125078067613
109,3.73584670433145,True,0.5957924723625183,0.4525289833545685,5.4586855924299016e-08,-1.3007103057353964,-1.641269721853809,0.5952621817588806,0.4520067036151886,4.077450501682733e-08,-1.3039870395015745,-1.6381675203237687
110,3.770120527306968,True,0.5939366221427917,0.44965457916259766,1.385491277261508e-08,-1.30104328449375,-1.634921581326872,0.5944542169570923,0.45110573172569274,3.026675141626356e-08,-1.3100163581934716,-1.6378713526949782
111,3.804394350282486,True,0.5939762592315674,0.451249897480011,3.733874009981264e-08,-1.323123944563956,-1.6433368654169611,0.5932685256004333,0.45038077235221863,1.774206257465494e-08,-1.3143094863993565,-1.636827547316469
112,3.8386681732580037,True,0.5916637182235718,0.448358952999115,-1.0946559214630724e-08,-1.3170769666389748,-1.629792676258508,0.5924108386039734,0.45002257227897646,6.383934225695498e-09,-1.3235460026820087,-1.635306755868836
113,3.872941996233522,True,0.5909735560417175,0.450111448764801,-6.123636708821323e-09,-1.3295929305647045,-1.6348168917261943,0.5918938755989075,0.4505647361278534,2.8348064784466943e-09,-1.3317599409544814,-1.635560930771878
114,3.9072158192090396,True,0.5915040373802185,0.45073798298835754,-2.203785820498183e-09,-1.3468928871486578,-1.6336657646156436,0.5911779999732971,0.4507200658321381,-7.079103214735483e-09,-1.3348731221074168,-1.634540860504989
115,3.9414896421845573,True,0.5913518071174622,0.4523653984069824,-3.890725963628938e-09,-1.3421129758561137,-1.6361924558420837,0.5911801338195801,0.4517437517642975,1.3752678551526287e-09,-1.339031035259974,-1.6363938961395594
116,3.9757634651600755,True,0.5903968811035156,0.4520265460014343,-1.2230808366098245e-08,-1.338689850328633,-1.6382365140825168,0.5912317782640457,0.4521518275141716,3.2499939961461166e-09,-1.3413905614337913,-1.6367881472429002
117,4.010037288135593,True,0.5916743874549866,0.4534773826599121,3.132529613480983e-08,-1.337866532401761,-1.6390578544313574,0.5911410252253214,0.4526231090227763,5.067920601694216e-09,-1.339556452862169,-1.6378289414519862
