frame_index,time_s,detected,wrist_x,wrist_y,wrist_z,palm_axis_angle_rad,pour_angle_rad,palm_axis_x,palm_axis_y,palm_axis_z,wrist_to_middle_x,wrist_to_middle_y,wrist_to_middle_z,palm_normal_x,palm_normal_y,palm_normal_z,wrist_x_smooth,wrist_y_smooth,wrist_z_smooth,palm_axis_angle_rad_smooth,pour_angle_rad_smooth,palm_axis_x_smooth,palm_axis_y_smooth,palm_axis_z_smooth,palm_normal_x_smooth,palm_normal_y_smooth,palm_normal_z_smooth
10,0.3427382297551789,True,0.599483072757721,0.5726398229598999,-2.0747540929733077e-07,-1.5283281788066088,-1.5431248929918766,0.03604043091823895,-0.8481359133710324,-0.5285513785711964,0.02672777981672707,-0.9656513560103847,0.2584629265898182,-0.9987681162319048,-0.012518100071605412,-0.04801611364083501,0.5979907512664795,0.5673875212669373,-1.9215895292745698e-07,-1.567106428624371,-1.5244722529586412,0.0061379857488144465,-0.8259255836006195,-0.5468467228455782,-0.9968663613026321,-0.015242834141811226,-6.006082862849427e-05
11,0.3770120527306968,True,0.5974184274673462,0.5749691128730774,-1.9548113527889655e-07,-1.6500152717683223,-1.5086224442913057,-0.06371288468935367,-0.8025801048052799,-0.5931322312059152,0.06112006326619703,-0.9817834343943461,0.1799044908143727,-0.9930781571460148,-0.007777203575960373,0.11719764888432337,0.5987138867378234,0.5758264183998107,-1.7628373711886524e-07,-1.5845755070444865,-1.5203673479497304,-0.008057688878359982,-0.7748159840031393,-0.6184715690138247,-0.9974584612062847,-0.014410150933591622,0.02554163629039103
12,0.41128587570621467,True,0.5982177257537842,0.583439290523529,-1.4899833900017256e-07,-1.6202315591013234,-1.5068309653671306,-0.034650979590608734,-0.7003658362674775,-0.712942497683206,0.062068485323965,-0.9690214887507056,0.23904990581247865,-0.9977981401172811,-0.016123087051688162,0.06433442035503535,0.5995610475540161,0.5833536863327027,-1.6202017150135362e-07,-1.6024625974555609,-1.5162369179476745,-0.022159957025034708,-0.7389421435348836,-0.6630294000781963,-0.9973982465599132,-0.013889753632394327,0.045828165360779
13,0.44555969868173256,True,0.6008446216583252,0.5901117324829102,-1.2229357082560455e-07,-1.607780536959825,-1.521548918900777,-0.024594516240350778,-0.6646972150422827,-0.7467079228760979,0.04781007959641533,-0.9700291652250761,0.23823856720045639,-0.9991019755429346,-0.00943501122616949,0.041306452635969604,0.6001919746398926,0.5890219449996948,-1.505118092381963e-07,-1.60790997591968,-1.509589463284383,-0.027401549681165316,-0.6984140645963082,-0.7100592772965212,-0.9975358933586197,-0.017462043003720652,0.05799331800588081
14,0.47983352165725046,True,0.601841390132904,0.5956084728240967,-1.3585240310476365e-07,-1.6059574406417252,-1.5010573681872832,-0.023881835523099307,-0.6789316481883458,-0.7338129700545662,0.06777791700035446,-0.9703041585844372,0.23219817785857108,-0.9982448437614303,-0.023595366236548204,0.0543184185694017,0.6016241788864136,0.5953238606452942,-1.4165383674935583e-07,-1.593683989931285,-1.5086637506137632,-0.015771789282822326,-0.6754663710229234,-0.7366007233012057,-0.9987191451581442,-0.021600360967344974,0.04148108009963662
15,0.5141073446327684,True,0.6026377081871033,0.6009811162948608,-1.4993359798154415e-07,-1.5555650711272035,-1.5098876196754194,0.00983246763758592,-0.6454955186781545,-0.7637007646628202,0.05908312167946889,-0.9688276572370964,0.24058710544226633,-0.9994563502254378,-0.030379546928237033,0.012809649584674034,0.6030012130737304,0.6017050385475159,-1.4243064185848198e-07,-1.5815927413756217,-1.5064775553130136,-0.007274283207062096,-0.6775985582205861,-0.734636477377838,-0.9989309843176578,-0.026119015866004302,0.03421800129935959
16,0.5483811676082863,True,0.6045794486999512,0.6064786911010742,-1.5119127283469425e-07,-1.578885341826347,-1.5039938809382065,-0.0055640826976387356,-0.6878416369383564,-0.7258394612293384,0.06474847099681488,-0.9678107846156323,0.24320756708056762,-0.9989944161436368,-0.028468793394081968,0.03463645935310241,0.6044077754020691,0.6094791650772095,-1.4615077361668228e-07,-1.5679546838325689,-1.5026020063781782,0.0020877725028219164,-0.686993892313425,-0.7257266186473348,-0.9989520258506335,-0.03203492205232717,0.027542529502381424
17,0.5826549905838041,True,0.6051028966903687,0.6153451800346375,-1.5288236454580328e-07,-1.559775316323008,-1.4958999888633824,0.007836550788192415,-0.7110267722557907,-0.703121268066367,0.07255092315990573,-0.9668725761494887,0.24473206785931534,-0.9988573359148499,-0.038716361544984826,0.028019026353650202,0.6059478998184205,0.6183266639709473,-1.4731864155237418e-07,-1.5523050570738148,-1.5014827326158868,0.012644732879000605,-0.6852854271658433,-0.7272533060940055,-0.9990908281526973,-0.036511994595287686,0.017205571275567124
18,0.616928813559322,True,0.6078774333000183,0.6289823651313782,-1.4089422961660603e-07,-1.5395902492445606,-1.5021711742265997,0.022215762309069288,-0.7116738855064777,-0.702158629223582,0.06616925874187692,-0.9626988193879302,0.2623597003097767,-0.9992071832078125,-0.03901454215778381,0.007929093651078764,0.6076491117477417,0.6290390372276307,-1.4670940799987876e-07,-1.546338305135263,-1.4963571830789448,0.016661951540477855,-0.6888759698772744,-0.7240379100219457,-0.9988872036255859,-0.041464270299725534,0.0164390134944259
19,0.6512026365348399,True,0.6095420122146606,0.6398459672927856,-1.4169174278322316e-07,-1.5277093068479548,-1.4954609993758257,0.028902966357794144,-0.6703893224504373,-0.7414464072879197,0.07331787321909845,-0.9713785043880327,0.22593868787681534,-0.9989388552717499,-0.04598072895135081,0.0026336274353302162,0.6093563318252564,0.6428857803344726,-1.4640567371770886e-07,-1.5292564439185603,-1.492274124653868,0.027985831506922854,-0.6831062489476799,-0.7289528666276391,-0.9986689352480532,-0.04848955093822681,0.0071025278865626314
20,0.6854764595103578,True,0.6111437678337097,0.6545429825782776,-1.4688743021906703e-07,-1.5257313114344446,-1.4842598719907092,0.029918560944972167,-0.66344823223531,-0.7476237843025221,0.08441845893905357,-0.9730885056192176,0.2144114829530204,-0.99843822758988,-0.05514092545042624,0.0089768606789679,0.6111554980278016,0.6583351850509643,-1.452392552891979e-07,-1.5071961002747334,-1.489626776947839,0.04164966168113387,-0.6658266769241379,-0.7437685089517967,-0.9982313482507138,-0.05484307685789713,-0.00670398973075925
21,0.7197502824858757,True,0.6131155490875244,0.6757124066352844,-1.4967260142384475e-07,-1.4934760357428338,-1.4835785888128232,0.051055317134586255,-0.6589930322903839,-0.7504142442578047,0.08435452625372085,-0.964718032718151,0.24940615719931758,-0.997903074255974,-0.06359519658658837,-0.01204596868621392,0.6127442598342896,0.6751486301422119,-1.4857036774174047e-07,-1.4944527818360906,-1.4845883179324706,0.049189615435283704,-0.6493532361835092,-0.7583055837571597,-0.9978533765951558,-0.06112814661008627,-0.01227164302197543
22,0.7540241054613936,True,0.6140987277030945,0.692592203617096,-1.4705027240324853e-07,-1.4494735981038733,-1.4826632503332375,0.07615570165924751,-0.6246289121380811,-0.7771994796871553,0.08617676945012688,-0.9752698192746652,0.20352479951863778,-0.9966694009281526,-0.07048399114333645,-0.041013561732959204,0.6143955588340759,0.6920481204986573,-1.5523240506354342e-07,-1.4827643572365357,-1.4810224849970792,0.05543699144150318,-0.6333361740321121,-0.7710038015229548,-0.9975263318463522,-0.06583370481194473,-0.017505946206668798
23,0.7882979284369115,True,0.6158212423324585,0.713049590587616,-1.5754979187931895e-07,-1.4758736570513467,-1.4769788791497582,0.05991553107981842,-0.6293066818033333,-0.7748440032503973,0.09177328870582749,-0.9753396496359336,0.2007242669140209,-0.9973173249300235,-0.07043989091872947,-0.019909172805002148,0.6157758355140686,0.7072816252708435,-1.6439177272786764e-07,-1.4776016531920055,-1.4763231551557803,0.05779224913658569,-0.61810099796513,-0.7831419933210947,-0.9972293384656039,-0.07037208351423441,-0.01827665645235859
24,0.8225717514124293,True,0.6177985072135925,0.7243434190750122,-1.750019293922378e-07,-1.4692671838501803,-1.4776318346988677,0.06013984638889154,-0.5903040116934527,-0.8049374961168951,0.09140373350932499,-0.978260368736503,0.18615049948919699,-0.9973036315277313,-0.06950851996064313,-0.023537888488136625,0.616844654083252,0.7196858167648316,-1.6770497666129813e-07,-1.4848323142045614,-1.4700322602623712,0.052528426996957665,-0.6064094657042078,-0.7929022410719349,-0.9969298097485642,-0.07357368344281648,-0.010072468738123692
25,0.8568455743879473,True,0.6180451512336731,0.730710506439209,-1.926842685406882e-07,-1.4999177912117938,-1.460763222784214,0.041694849420384775,-0.5872723519003991,-0.8083147432932208,0.10825241445286798,-0.9798431251942363,0.16789539831310635,-0.9969532606861378,-0.0778328189618746,0.005123309450518949,0.6177878618240357,0.729777717590332,-1.7055581906788576e-07,-1.4954438228129878,-1.4650905719268346,0.0455087262282988,-0.6015841421974217,-0.7971760014927065,-0.9969279051597824,-0.07569343110470249,7.630219875021209e-05
26,0.8911193973634651,True,0.6184596419334412,0.7377333641052246,-1.6623862109099719e-07,-1.5296293408056132,-1.4521241143457788,0.024736206436446105,-0.6005353709857731,-0.7992154830120055,0.11630784301167352,-0.9754713078028622,0.18689091285385076,-0.9964054306707754,-0.07960319622949881,0.028974969884960566,0.6183692932128906,0.7359059810638428,-1.7380607175709883e-07,-1.4883144553694123,-1.461962084366355,0.049575670530004376,-0.5979468828763789,-0.7996990129161198,-0.9965798745963582,-0.07917668631699308,-0.0025973520764726006
27,0.9253932203389831,True,0.6188147664070129,0.7430517077445984,-1.613044844361866e-07,-1.5025311411460056,-1.457954808655554,0.04105719781595316,-0.6005022946041507,-0.7985682817910135,0.11009795748286053,-0.9715418762056742,0.20972558865541605,-0.9966598779842445,-0.08108272945276647,0.009730292951410318,0.6184499502182007,0.7380250930786133,-1.7312163436145056e-07,-1.480884388250416,-1.4565744996057313,0.05431420831111605,-0.6000111682330754,-0.7977361895994055,-0.9960938801696683,-0.08442200856094725,-0.004404945907824599
28,0.9596670433145009,True,0.6187283992767334,0.7436909079551697,-1.7380105532538437e-07,-1.4402268198334687,-1.4613364413473608,0.0802502525883463,-0.6111203851981193,-0.7874590603674637,0.10645958400705012,-0.9687024878483226,0.2242361411760295,-0.995577172112902,-0.08785616698018246,-0.03327744418111621,0.6186608076095581,0.7374509930610657,-1.670823309041225e-07,-1.4646506192045765,-1.4539396311407402,0.06454424542223824,-0.6037405721608075,-0.7940911531752948,-0.9955423837344985,-0.08880259986458203,-0.0134981369866029
29,0.9939408662900189,True,0.6182017922401428,0.7349389791488647,-1.7157974241399643e-07,-1.4321168482551991,-1.4506939108957488,0.08383253529444995,-0.6006254384769347,-0.7951233795333241,0.11734932449141386,-0.9723746323815939,0.20178382081368432,-0.9948736593942813,-0.09573513118041396,-0.03257585764489662,0.6189072132110596,0.73246169090271,-1.707708264575558e-07,-1.4450699205207411,-1.4503238301550687,0.07610860201768095,-0.6015953572137167,-0.7949103324737008,-0.9950379785186527,-0.09449266819797093,-0.02385475797849784
30,1.0282146892655368,True,0.6190994381904602,0.727840006351471,-1.624877512540479e-07,-1.4187489459825964,-1.44758888045926,0.09284503497599574,-0.6059193715390591,-0.7900895611726673,0.12038951621645068,-0.9721792671148565,0.20093241893031974,-0.9941957785102897,-0.09973577548004844,-0.04034264594337254,0.6193915724754333,0.7235085010528565,-1.768600611740112e-07,-1.4364563471950713,-1.4458610378338252,0.08071098882602429,-0.5961135101406372,-0.7985930643002277,-0.9946372665379608,-0.09889302528074834,-0.02693909064270919
31,1.0624885122410546,True,0.6196916699409485,0.712786853313446,-1.8468109885816375e-07,-1.431725847386436,-1.4340451094174216,0.0825579894136596,-0.5898092962503202,-0.8033113795040353,0.1340651362691421,-0.9742390770682948,0.18134155604894686,-0.9938834045915468,-0.10805353789644336,-0.022808135074514135,0.6199565291404724,0.7122859835624695,-1.7705438040138688e-07,-1.4300127776240452,-1.444280368790516,0.08443412358888865,-0.5942809379972408,-0.7995780855263795,-0.9943186429602523,-0.10081231268817037,-0.03028098129904296
32,1.0967623352165725,True,0.6212365627288818,0.6982857584953308,-1.9175065801846358e-07,-1.4594632745176572,-1.435640847049335,0.06406913185766987,-0.5730930592387526,-0.8169819409236486,0.13273652654641552,-0.976115122664837,0.17198919101328183,-0.9946563180807843,-0.10308451486665343,-0.0056913703696464405,0.6208284735679627,0.6986992001533509,-1.7538851864173922e-07,-1.4226763787972172,-1.447855576938563,0.0882291209551336,-0.5902036004041797,-0.8021397463934756,-0.9941931770925461,-0.0985664890656776,-0.036930867956083885
33,1.1310361581920905,True,0.6215531826019287,0.6875783205032349,-1.7477265146226273e-07,-1.4080089719783386,-1.4534330961308135,0.09886592640266803,-0.6019575244811374,-0.7923841664982227,0.11474647133522489,-0.9732106220513647,0.19923436561625127,-0.9939840542243592,-0.09745260401729268,-0.04998689746278505,0.6210891008377075,0.6823800206184387,-1.6922916472594808e-07,-1.4102282750599202,-1.4532121147939085,0.09530675419323512,-0.5868652724663928,-0.803667053596862,-0.9936872167791032,-0.09587411029536118,-0.04799911751650164
34,1.1653099811676082,True,0.622561514377594,0.6670050621032715,-1.6325043361575808e-07,-1.3954348541210573,-1.4685699516359856,0.10280752212567479,-0.5802387505116298,-0.8079316838688043,0.10012682203402132,-0.9760474810299617,0.19314744182730958,-0.9942463300557498,-0.0845060130679501,-0.06582529093010125,0.6210620045661926,0.66502685546875,-1.5454589146202126e-07,-1.3974172953933894,-1.4629303786913577,0.10435055972423757,-0.592979300771594,-0.7977694231540357,-0.9932710254322427,-0.09040087796899167,-0.06325410144889577
35,1.1995838041431262,True,0.6204025745391846,0.6462441086769104,-1.316909816750922e-07,-1.3565084272961112,-1.474371569735987,0.1282332011665033,-0.5892277318501238,-0.797726097189599,0.09432030034956661,-0.9751416563646511,0.20050543874013005,-0.9916659769430757,-0.08627388162846639,-0.09568389374546131,0.6202340126037598,0.6455617189407349,-1.377106329414346e-07,-1.3733576043323452,-1.4724315890600814,0.12049843135023035,-0.6011500016959564,-0.7895632560467059,-0.9922254271935916,-0.08650473381987225,-0.08581560928207166
36,1.233857627118644,True,0.619556188583374,0.6260210275650024,-1.1126473253852964e-07,-1.367670949053784,-1.4826364289046676,0.12777701706867184,-0.6203794377763265,-0.7738232272899034,0.08611975412676949,-0.9743265147171536,0.20801738068793432,-0.9918024478572446,-0.08068737626459578,-0.09908305473648481,0.6193786859512329,0.6240978837013245,-1.1149727043857638e-07,-1.380516274342104,-1.4843190044075694,0.1172920847043257,-0.6105101518094255,-0.7823809959474867,-0.9927373488074931,-0.07684482827681167,-0.08921181666081839
37,1.268131450094162,True,0.6170966029167175,0.6009600758552551,-1.0757436541553034e-07,-1.3391648192124355,-1.4831468988929533,0.14480848998763382,-0.6139465638605649,-0.7759511053869999,0.0859389033311303,-0.977972356552789,0.19022243483045617,-0.9894283268875292,-0.08360379412105634,-0.1184989095355259,0.6186241388320923,0.6035462021827698,-5.8636136657241875e-08,-1.3913206565633103,-1.5002640088606345,0.11456140747277341,-0.6406903217143303,-0.7560701448019487,-0.9927766961701117,-0.0653775484592432,-0.09638863531314475
38,1.3024052730696798,True,0.6172765493392944,0.5802591443061829,-4.370583894797164e-08,-1.4438023220271317,-1.5128701728682536,0.08283419317314479,-0.6487582750484827,-0.7564728660021267,0.05622003126235343,-0.9694608120391301,0.2387153995981205,-0.9965436622938664,-0.0491530763019898,-0.06696793435651864,0.617786979675293,0.5822933912277222,-6.7180295104662944e-09,-1.4133105620804158,-1.5139666311371553,0.10405699811202236,-0.6674439488165733,-0.7338631643047527,-0.9936564894543256,-0.05272667293210006,-0.09436878506996223
39,1.3366790960451977,True,0.6187887787818909,0.564246654510498,1.0105523529091442e-07,-1.449456765227089,-1.5482949739013112,0.08915413596791334,-0.7311396000361536,-0.6763774281411141,0.02146585533276413,-0.9538196442346704,0.2996119212028783,-0.9944430668688431,-0.027169613980107764,-0.10170938419173306,0.6167654514312744,0.5619219064712524,4.736265850624477e-08,-1.435297127198569,-1.5279444876794162,0.09300576866935403,-0.6985538614038365,-0.7044260751603788,-0.9944436712667374,-0.040676738311920514,-0.09253819630550328
40,1.3709529190207157,True,0.616216778755188,0.5399800539016724,1.2789955405878572e-07,-1.4664579548816383,-1.5428846811185908,0.075711154362748,-0.7229958673613391,-0.6866911947036201,0.026702493312381077,-0.9564308382470372,0.2907353237929162,-0.9960649433641448,-0.023019503992750646,-0.08558464252954867,0.6161370277404785,0.5426574110984802,9.75098828348564e-08,-1.4704287785055936,-1.5412143211382736,0.0728455835992458,-0.7328452812132268,-0.6727193623820499,-0.9962196578892606,-0.02616901556745215,-0.08025450794781733
41,1.4052267419962334,True,0.6144485473632812,0.5241636037826538,1.5913870754502568e-07,-1.4776037746445516,-1.5525257116159723,0.07252086985533018,-0.7759290007126423,-0.6266377815680336,0.017312193944262304,-0.9474375861464116,0.3194719209850801,-0.9957383569193033,-0.020437703163698025,-0.0899301109141901,0.6155497074127197,0.526005208492279,1.428335366426836e-07,-1.4811737147988482,-1.5503976181081565,0.06742359455630942,-0.7549293281808869,-0.6511233317047459,-0.9963271027968531,-0.018009964682262593,-0.08203965874226167
42,1.4395005649717514,True,0.613954484462738,0.504637598991394,1.431617562275278e-07,-1.514823075747557,-1.5494960661872392,0.04400756463709268,-0.7854036629075161,-0.6174175414953554,0.0203454968244004,-0.9550314984991352,0.29580550642857334,-0.9983082600001447,-0.011065180398714524,-0.05708046774709618,0.6146335482597352,0.5112040638923645,1.6094482191419957e-07,-1.4893582287415812,-1.551934889332522,0.061746036905837874,-0.7595036204803041,-0.6466568320172189,-0.9968196556192167,-0.015198679197971621,-0.07719850252592
43,1.4737743879472693,True,0.6143399477005005,0.496998131275177,1.8291243009116442e-07,-1.497527003493405,-1.558786657717669,0.05572424795846288,-0.7591785098867829,-0.6484927126156065,0.011428211277654183,-0.9515384445971296,0.3073174001592958,-0.9970808868318298,-0.008357821876042002,-0.07589368832874036,0.6144200325012207,0.49912903904914857,1.6800628372948266e-07,-1.4966939050791983,-1.5552379401418903,0.057340577965194886,-0.7733493866217466,-0.6308912990564552,-0.9970555683451299,-0.01285928409148305,-0.07474471641192075
44,1.5080482109227873,True,0.6142079830169678,0.4902409315109253,1.916116616484942e-07,-1.490379334940754,-1.5559813300231387,0.0607663477155556,-0.7540110615332402,-0.6540449297034788,0.014043110486044497,-0.9478289650718359,0.3184698478957299,-0.9969058309806609,-0.013113186558652904,-0.07750360311002473,0.6143754482269287,0.4886689126491547,1.639978250977947e-07,-1.5008118816489149,-1.555063992843008,0.05422286683832635,-0.7747204919495035,-0.6295003548212245,-0.9973976547663661,-0.012336330637086088,-0.07058368063456691
45,1.542322033898305,True,0.615149199962616,0.47960492968559265,1.6320686313520127e-07,-1.5031363365697248,-1.5593999351654322,0.05368385965953302,-0.792224698068552,-0.6078635298998019,0.010751074203809458,-0.9433344437055686,0.33166932586865727,-0.9972445069937108,-0.01132252846030779,-0.0733157119595524,0.6142061471939086,0.4808370530605316,1.5899512249006875e-07,-1.5043040325768466,-1.552742164781484,0.051406687286624876,-0.7729756754359501,-0.6318537606758006,-0.9976311728287559,-0.013218756682343657,-0.0648543348331486
46,1.576595856873823,True,0.6142256259918213,0.4718629717826843,1.3909641438658582e-07,-1.4981936574931336,-1.5516559751215595,0.05693231422098756,-0.7827845273514269,-0.6196830603918796,0.018094559672281275,-0.9452464751592262,0.3258553177551725,-0.9974487890254838,-0.017822935891713212,-0.06912493202742094,0.6140440464019775,0.47419875860214233,1.4080114283387956e-07,-1.5086046746650947,-1.5500331941507153,0.048187896237722995,-0.7741160603228678,-0.6307456316510047,-0.9979990836435713,-0.014491217374861236,-0.05848756777643673
47,1.610869679849341,True,0.6131079792976379,0.4654783010482788,1.1814824318889805e-07,-1.5322838303872162,-1.5378869258796206,0.029926666878585282,-0.7766795803397488,-0.6291845707682363,0.031358880635566716,-0.9525411612085218,0.30279028519555434,-0.9994758503120935,-0.015477310625002374,-0.028433738740004676,0.6138508796691895,0.46854732036590574,1.1448415051518169e-07,-1.5154103377385275,-1.548539178520326,0.04315175370489958,-0.7766275805704443,-0.6281717653671764,-0.9984280517865234,-0.014099696515289317,-0.05140898077804625
48,1.6451435028248587,True,0.6135294437408447,0.4638066589832306,9.19425318102185e-08,-1.5190302139346448,-1.5452418045638254,0.03963029271395348,-0.764880434321371,-0.6429520674916266,0.02414462007775067,-0.9446220078468875,0.3272709880399054,-0.9989204409059073,-0.0147201253386299,-0.04405985304518092,0.6133414387702942,0.46455355882644656,8.626821710322474e-08,-1.5235004324062893,-1.5462966360948769,0.03649002087097425,-0.7679108923996419,-0.6391314885364595,-0.998907582356361,-0.012588081203231035,-0.042042558754502926
49,1.6794173258003766,True,0.6132421493530273,0.46198374032974243,6.002670005500477e-08,-1.5244076503079178,-1.5485112518711919,0.03558563505143854,-0.7665686627711228,-0.6411755982843378,0.02107258526390398,-0.9454353118717591,0.3251276937085565,-0.9990506716954212,-0.01115558226079331,-0.04211066811807233,0.6131210088729858,0.46278483867645265,7.05776884046827e-08,-1.5359643302650938,-1.5476091318937217,0.026640364471277638,-0.7607972791517785,-0.6481021397497335,-0.9993623596893105,-0.007212821059465549,-0.032565483553583574
50,1.7136911487758946,True,0.6126019954681396,0.4596361219882965,2.2127196075416578e-08,-1.5435868099085333,-1.5481872230381875,0.020375195489906392,-0.74864125721454,-0.6626621457462174,0.02162176744719018,-0.9561671886675448,0.29202192809455857,-0.9996421598428987,-0.003764451900016389,-0.02648360184183579,0.6128953456878662,0.46273456811904906,6.03350628125554e-08,-1.538669723158997,-1.552787207012536,0.024431416046669326,-0.7565727779311682,-0.6532273545476893,-0.9992997320736048,-0.002214258552107512,-0.03483695094575713
51,1.7479649717514125,True,0.6131234765052795,0.46301937103271484,6.064377089387563e-08,-1.5605131467871562,-1.5582184541157822,0.0076840322225045,-0.7472164611121098,-0.6645363164582493,0.012006845517618518,-0.9545503158382892,0.2978078746335268,-0.9997226756902324,0.009053364827114227,-0.021739556022824142,0.6120539903640747,0.46312572360038756,4.847483694447874e-08,-1.5486364499369056,-1.5534938866525525,0.016790267277532415,-0.7510287838913519,-0.6597801866512857,-0.9995089679148741,0.0016070397819755763,-0.027403652911052172
